1704397180,ResNet18,30,1,0.33051066646824356,0.17494045934045171,87.335,95.07164858711664,1704397732.76709
1704397180,ResNet18,30,2,0.19193108092764508,0.14495815648641214,93.295,95.24574795768046,1704398281.491221
1704397180,ResNet18,30,3,0.1685918495282419,0.11806621542013433,93.65,96.0358912548547,1704398828.773539
1704397180,ResNet18,30,4,0.15028408248496913,0.10750069452943392,94.41,96.26355966251506,1704399379.78253
1704397180,ResNet18,30,5,0.13969572299792582,0.10250898676150176,94.755,96.39748225525646,1704399939.907229
1704397180,ResNet18,30,6,0.12967714493063795,0.1335777626241965,95.09,94.69666532744074,1704400523.566139
1704397180,ResNet18,30,7,0.12747444407078906,0.09584025568871134,95.125,96.71889647783581,1704401053.554537
1704397180,ResNet18,30,8,0.13240027509914568,0.09560615514558422,94.8,96.69211195928753,1704401607.48379
1704397180,ResNet18,30,9,0.12515706277551544,0.1101247267049539,95.13,95.78143832864605,1704402150.468373
1704397180,ResNet18,30,10,0.1203214767929362,0.09522099132615938,95.5,96.66532744073926,1704402690.152352
1704402857.653557,ResNet152,30,1,0.24660267963491636,0.1072547761424179,90.865,96.9197803669479,1704406275.489974
1704402857.653557,ResNet152,30,2,0.1423318842858791,0.09726566957552023,94.82,96.85281907057721,1704409741.09344
1704402857.653557,ResNet152,30,3,0.12766128491800183,0.07727289069808616,95.105,97.14744877460828,1704413194.069719
1704402857.653557,ResNet152,30,4,0.12591995484987345,0.0731943638730667,95.135,97.28137136734966,1704416684.28459
1704402857.653557,ResNet152,30,5,0.11089498963209798,0.06908025297073996,95.6,97.65635462702558,1704420128.754246
1704425227.139031,ResNet50,30,1,0.25693723539831576,0.12995425296431207,90.625,95.15200214276149,1704426797.991281
1704425227.139031,ResNet50,30,2,0.14069468022018358,0.08367727895362684,95.125,97.75010044194455,1704428382.247468
1704425227.139031,ResNet50,30,3,0.12603995467032092,0.07798970617909344,95.495,97.68313914557386,1704429973.625884
1704425227.139031,ResNet50,30,4,0.1156956059858203,0.06669884023675508,95.63,97.87063077541181,1704431549.182785
1704425227.139031,ResNet50,30,5,0.1102636339599504,0.08569328219234293,95.745,96.86621132985135,1704433124.272151
1704425227.139031,ResNet50,30,6,0.10984077215309197,0.059821642104238945,95.905,98.09829918307219,1704434682.674868
1704425227.139031,ResNet50,30,7,0.10084491598139192,0.057254358253209854,96.115,98.35275210928084,1704436209.130532
1704425227.139031,ResNet50,30,8,0.1013394057453293,0.057227665715431045,96.07,98.1384759608946,1704437751.356008
1704425227.139031,ResNet50,30,9,0.09797424867098545,0.08858014774929494,96.24,96.69211195928753,1704439375.524284
1704425227.139031,ResNet50,30,10,0.09724688691483613,0.054835855213263215,96.26,98.23222177581357,1704440995.771903
1704458203.936626,ResNet50v2,30,1,0.24594751156229844,0.12991021357357024,92.955,96.53140484799786,1704459778.552794
1704458203.936626,ResNet50v2,30,2,0.1213194292312351,0.09394063468626046,96.3,96.95995714477033,1704461325.05855
1704464611.257105,ResNet18,100,1,0.4035680753737688,0.24566133638223012,86.09,93.91991428954064,1704467968.03715
1704464611.257105,ResNet18,100,2,0.2244592097401619,0.18468656877676645,93.665,94.49578143832863,1704471400.481325
1704489954.006438,ResNet152v2,30,1,0.18552065263690798,0.08186915629434897,95.74,98.43310566492566,1704493480.17496
1704489954.006438,ResNet152v2,30,2,0.08343161296272564,0.055022504190020416,97.74,98.70095085040846,1704497025.767753
1704489954.006438,ResNet152v2,30,3,0.06608213709927034,0.04600923445475957,97.905,98.87505022097228,1704500649.468509
1704489954.006438,ResNet152v2,30,4,0.055279852515589194,0.040203688251524115,98.345,98.87505022097228,1704504223.258758
1704489954.006438,ResNet152v2,30,5,0.04775566268067198,0.037001260446176965,98.48,98.9821882951654,1704507855.509048
1704489954.006438,ResNet152v2,30,6,0.04381009556822244,0.036441089677527155,98.575,99.00897281371367,1704511441.831771
1704489954.006438,ResNet152v2,30,7,0.040015996606933925,0.032979707114153496,98.685,98.95540377661712,1704515054.671475
1704489954.006438,ResNet152v2,30,8,0.03753901988556232,0.031309232389134536,98.835,98.9821882951654,1704518606.122335
1704489954.006438,ResNet152v2,30,9,0.03568741868501753,0.03085256260915577,98.82,99.02236507298781,1704522198.134802
1704489954.006438,ResNet152v2,30,10,0.03643459070758752,0.03081504172318471,98.8,99.06254185081022,1704525784.228918
1704554858.578359,ResNet101v2,30,1,0.17979393032068078,0.09028817087142582,95.335,97.45547073791349,1704557398.789103
1704554858.578359,ResNet101v2,30,2,0.08514892421048442,0.06388002903066037,97.245,98.28579081291014,1704559928.493699
1704554858.578359,ResNet101v2,30,3,0.06642975279994343,0.054544769832490375,97.825,98.33935985000669,1704562444.687754
1704554858.578359,ResNet101v2,30,4,0.058810267846324836,0.04689370824330782,97.94,98.52685147984465,1704564956.97725
1704554858.578359,ResNet101v2,30,5,0.05330431896207416,0.04963738108558737,98.125,98.28579081291014,1704567475.997654
1704554858.578359,ResNet101v2,30,6,0.04917865909351178,0.045196812622572656,98.33,98.48667470202224,1704570045.243941
1704554858.578359,ResNet101v2,30,7,0.044829312264793614,0.05265947823643209,98.51,98.08490692379804,1704572571.806265
1704554858.578359,ResNet101v2,30,8,0.04510578175837724,0.04096725735386523,98.345,98.5804205169412,1704575215.839604
1704554858.578359,ResNet101v2,30,9,0.040350433770983275,0.03848630852048682,98.565,98.67416633186018,1704577806.817294
1704554858.578359,ResNet101v2,30,10,0.03968744704795155,0.04235250236472137,98.56,98.48667470202224,1704580350.070134
1704591057.224065,ResNet152v2,30,1,0.19041951594949663,0.08405456446619876,95.155,98.2054372572653,1704594569.423489
1704596546.908575,ResNet152v2,30,1,0.1950145287570478,0.08710335650627153,95.34,98.08490692379804,1704600151.909592
1704596546.908575,ResNet152v2,30,2,0.08527922942240289,0.06025866023358332,97.59,98.36614436855497,1704603700.464909
1704596546.908575,ResNet152v2,30,3,0.06595091836253318,0.04828674454395342,98.005,98.83487344314986,1704607249.197675
1704596546.908575,ResNet152v2,30,4,0.05584374088947584,0.04309846899083191,98.3,98.82148118387572,1704610749.93763
1704596546.908575,ResNet152v2,30,5,0.047370524196278144,0.03758504584685985,98.585,99.03575733226195,1704614273.341929
1704596546.908575,ResNet152v2,30,6,0.046372528540143655,0.0356885501501257,98.59,98.83487344314986,1704617757.126643
